strain,date,subgroup
leaf_1635,161.690988385991,C
leaf_1636,161.608924452012,A
leaf_1637,161.59417732885,B
leaf_1638,161.592170672108,C
leaf_1639,161.526860492515,A
leaf_1640,161.520432958212,B
leaf_1641,161.484936002513,C
leaf_1642,161.458080317514,C
leaf_1643,161.450795621736,B
leaf_1644,161.423215357779,A
leaf_1645,161.400012978769,B
leaf_1646,161.355075157584,C
leaf_1647,161.2762486491,A
leaf_1648,161.255523972039,C
leaf_1649,161.226146673155,B
leaf_1650,161.169923881568,C
leaf_1651,161.110055670112,C
leaf_1652,161.086847191288,C
leaf_1653,161.081774708631,A
leaf_1654,161.060609179514,B
leaf_1655,161.037137059253,A
leaf_1656,160.992281550263,C
leaf_1657,160.976376954976,C
leaf_1658,160.961860722455,A
leaf_1659,160.946945237411,B
leaf_1660,160.902184846839,C
leaf_1661,160.870111757498,B
leaf_1662,160.740619229834,B
leaf_1663,160.714183409508,B
leaf_1664,160.67820148389,C
leaf_1665,160.629015726788,C
leaf_1666,160.625288628476,A
leaf_1667,160.58074570675,B
leaf_1668,160.540496100438,A
leaf_1669,160.517450458568,A
leaf_1670,160.464919398479,B
leaf_1671,160.427173687462,C
leaf_1672,160.300569093981,C
leaf_1673,160.246271816507,A
leaf_1674,160.245251951497,B
leaf_1675,160.190496405674,B
leaf_1676,160.187182359721,C
leaf_1677,160.163446175989,C
leaf_1678,160.121405555561,C
leaf_1679,160.088235784672,C
leaf_1680,160.085311101725,B
leaf_1681,160.060251764976,B
leaf_1682,160.035022660901,B
leaf_1683,159.992576876806,A
leaf_1684,159.971028474696,B
leaf_1685,159.967514682516,C
leaf_1686,159.924868566905,A
leaf_1687,159.915410094527,B
leaf_1688,159.861607801809,A
leaf_1689,159.847963655648,C
leaf_1690,159.776306371202,A
leaf_1691,159.756381695831,C
leaf_1692,159.744828229531,A
leaf_1693,159.719644753119,C
leaf_1694,159.705648443321,B
leaf_1695,159.684424912216,A
leaf_1696,159.635358761577,C
leaf_1697,159.565486787023,A
leaf_1698,159.552205309321,C
leaf_1699,159.50163650542,C
leaf_1700,159.467626698042,A
leaf_1701,159.456649654918,A
leaf_1702,159.420542230699,C
leaf_1703,159.395349329142,C
leaf_1704,159.369419664031,A
leaf_1705,159.360707124083,B
leaf_1706,159.357746126213,C
leaf_1707,159.330144654167,C
leaf_1708,159.282525573558,B
leaf_1709,159.209828052991,B
leaf_1710,159.198019970269,A
leaf_1711,159.183397382062,A
leaf_1712,159.1726140078,C
leaf_1713,159.123038798274,C
leaf_1714,159.11718413313,C
leaf_1715,159.066127694312,B
leaf_1716,158.988445977463,A
leaf_1717,158.968238652837,B
leaf_1718,158.957849388584,C
leaf_1719,158.925625145489,C
leaf_1720,158.925263101474,B
leaf_1721,158.86095296709,B
leaf_1722,158.849558138987,C
leaf_1723,158.785571336799,B
leaf_1724,158.763397973898,C
leaf_1725,158.746476441777,A
leaf_1726,158.644208908208,B
leaf_1727,158.603423114659,C
leaf_1728,158.586886446313,A
leaf_1729,158.576944945748,A
leaf_1730,158.55508407551,A
leaf_1731,158.527567573173,B
leaf_1732,158.479948498007,A
leaf_1733,158.452126562897,A
leaf_1734,158.439807757283,A
leaf_1735,158.419686975459,B
leaf_1736,158.339190386088,B
leaf_1737,158.253419342625,B
leaf_1738,158.173589577718,C
leaf_1739,158.143517558914,A
leaf_1740,158.092632818074,B
leaf_1741,158.042478969539,A
leaf_1742,158.040445299372,C
leaf_1743,157.946907294034,A
leaf_1744,157.921639906329,A
leaf_1745,157.883772632853,B
leaf_1746,157.854007806652,A
leaf_1747,157.76888436175,C
leaf_1748,157.645494947681,C
leaf_1749,157.644348703434,B
leaf_1750,157.587187679937,B
leaf_1751,157.552893624471,A
leaf_1752,157.544037759978,B
leaf_1753,157.525088850955,C
leaf_1754,157.518639076987,A
leaf_1755,157.518261670757,A
leaf_1756,157.486002111146,A
leaf_1757,157.482824302417,B
leaf_1758,157.323740028104,A
leaf_1759,157.319261574664,C
leaf_1760,157.28083158409,C
leaf_1761,157.257100390279,B
leaf_1762,157.244201800526,C
leaf_1763,157.214946964627,C
leaf_1764,157.202308827842,A
leaf_1765,157.090630785825,B
leaf_1766,157.064048419548,C
leaf_1767,157.037386916187,C
leaf_1768,157.032403209589,A
leaf_1769,157.027314644454,C
leaf_1770,157.012701690294,A
leaf_1771,157.004392464638,B
leaf_1772,156.99327144293,B
leaf_1773,156.992592838778,B
leaf_1774,156.923099001303,C
leaf_1775,156.908704324401,B
leaf_1776,156.8728426334,C
leaf_1777,156.858062729009,A
leaf_1778,156.819880389752,B
leaf_1779,156.782659001828,A
leaf_1780,156.597654191827,A
leaf_1781,156.502627540342,B
leaf_1782,156.389598665712,A
leaf_1783,156.375682730213,C
leaf_1784,156.34804358224,C
leaf_1785,156.345304008287,C
leaf_1786,156.307027285189,A
leaf_1787,156.263592908918,A
leaf_1788,156.237931044108,C
leaf_1789,156.175049115969,C
leaf_1790,156.127700594271,A
leaf_1791,155.995229161398,A
leaf_1792,155.981714424487,B
leaf_1793,155.978615869172,A
leaf_1794,155.922391709344,A
leaf_1795,155.787953934741,A
leaf_1796,155.771913444451,C
leaf_1797,155.704820917079,C
leaf_1798,155.702138592181,C
leaf_1799,155.685686843177,A
leaf_1800,155.663441028526,C
leaf_1801,155.653029494997,B
leaf_1802,155.579564250623,A
leaf_1803,155.54515104134,B
leaf_1804,155.528722175489,C
leaf_1805,155.522450778402,C
leaf_1806,155.515543219633,C
leaf_1807,155.483882300919,B
leaf_1808,155.468040176987,B
leaf_1809,155.443358018875,B
leaf_1810,155.39974138983,A
leaf_1811,155.374230743306,A
leaf_1812,155.335217788861,B
leaf_1813,155.311790032796,A
leaf_1814,155.188338443143,C
leaf_1815,155.161763807548,B
leaf_1816,155.042070811811,B
leaf_1817,154.995002679152,A
leaf_1818,154.989105633007,A
leaf_1819,154.92227586683,B
leaf_1820,154.920233196115,A
leaf_1821,154.886840425399,A
leaf_1822,154.849325367886,B
leaf_1823,154.816334119732,A
leaf_1824,154.80286342415,A
leaf_1825,154.785759397915,B
leaf_1826,154.679997727639,A
leaf_1827,154.620151375282,C
leaf_1828,154.448239983631,A
leaf_1829,154.426314382152,B
leaf_1830,154.423283841204,B
leaf_1831,154.418620367128,A
leaf_1832,154.412534105161,A
leaf_1833,154.409665453058,A
leaf_1834,154.408963279816,A
leaf_1835,154.407126871576,B
leaf_1836,154.389456102633,A
leaf_1837,154.388562659287,C
leaf_1838,154.278959111333,A
leaf_1839,154.275194760716,C
leaf_1840,154.233387361351,C
leaf_1841,154.227001810855,A
leaf_1842,154.20870358538,C
leaf_1843,154.187007602409,A
leaf_1844,154.16496394561,A
leaf_1845,154.161433776554,B
leaf_1846,154.151251864981,A
leaf_1847,154.134159501776,A
leaf_1848,154.014922754546,A
leaf_1849,153.994473315495,C
leaf_1850,153.924603741086,C
leaf_1851,153.898013505828,C
leaf_1852,153.825352943736,B
leaf_1853,153.763279488254,C
leaf_1854,153.75398906933,A
leaf_1855,153.751559179091,B
leaf_1856,153.710522864121,A
leaf_1857,153.646957706908,B
leaf_1858,153.634695467098,A
leaf_1859,153.606710299686,C
leaf_1860,153.580428452533,B
leaf_1861,153.555536936526,A
leaf_1862,153.527635981921,B
leaf_1863,153.526860300741,A
leaf_1864,153.488292007918,A
leaf_1865,153.434378291446,A
leaf_1866,153.397672053602,B
leaf_1867,153.379200675708,C
leaf_1868,153.339236799677,A
leaf_1869,153.302835822893,C
leaf_1870,153.297623598389,C
leaf_1871,153.294587007986,A
leaf_1872,153.194810186569,B
leaf_1873,153.17262772736,C
leaf_1874,153.150770722238,B
leaf_1875,153.056127771517,A
leaf_1876,153.055996006707,C
leaf_1877,152.978941048081,C
leaf_1878,152.972055665572,C
leaf_1879,152.920882457359,C
leaf_1880,152.884108384791,A
leaf_1881,152.735345718799,A
leaf_1882,152.61006420112,A
leaf_1883,152.51127665455,A
leaf_1884,152.497875252695,B
leaf_1885,152.479933506278,C
leaf_1886,152.462479774408,A
leaf_1887,152.35701281392,C
leaf_1888,152.332671682576,A
leaf_1889,152.24877047416,C
leaf_1890,152.210604822526,B
leaf_1891,152.186174347816,A
leaf_1892,152.176832595717,A
leaf_1893,152.146970134363,B
leaf_1894,152.093753881224,C
leaf_1895,152.021805183485,C
leaf_1896,152.018672519451,A
leaf_1897,152.01080604917,A
leaf_1898,151.926033121552,B
leaf_1899,151.922843964967,C
leaf_1900,151.876528428287,B
leaf_1901,151.838532421286,C
leaf_1902,151.787855354223,A
leaf_1903,151.713786056258,B
leaf_1904,151.645089045191,C
leaf_1905,151.565403909853,B
leaf_1906,151.53906709715,C
leaf_1907,151.48271617927,A
leaf_1908,151.468356077454,B
leaf_1909,151.446650478145,A
leaf_1910,151.387002136487,C
leaf_1911,151.37803274006,C
leaf_1912,151.1496999517,C
leaf_1913,151.118017516529,A
leaf_1914,151.022253444914,B
leaf_1915,150.983735928935,A
leaf_1916,150.955676699759,A
leaf_1917,150.804012653037,A
leaf_1918,150.77719098662,C
leaf_1919,150.751679380346,A
leaf_1920,150.747945003899,C
leaf_1921,150.66771483181,A
leaf_1922,150.60061517979,A
leaf_1923,150.568533342726,A
leaf_1924,150.469585318412,A
leaf_1925,150.4192214747,C
leaf_1926,150.415316004897,A
leaf_1927,150.298012921449,C
leaf_1928,150.263767697289,C
leaf_1929,150.257841049215,B
leaf_1930,150.247454363837,C
leaf_1931,150.239733636778,C
leaf_1932,150.192470790003,C
leaf_1933,150.150703691057,C
leaf_1934,150.08329547052,A
leaf_1935,149.91961949524,C
leaf_1936,149.905804979519,C
leaf_1937,149.862692090901,C
leaf_1938,149.859196688066,C
leaf_1939,149.784784271197,A
leaf_1940,149.756356276213,A
leaf_1941,149.726008232447,B
leaf_1942,149.712718867498,B
leaf_1943,149.679539344319,B
leaf_1944,149.674576176391,B
leaf_1945,149.662328873686,A
leaf_1946,149.608835087038,C
leaf_1947,149.588721061115,A
leaf_1948,149.583859043688,C
leaf_1949,149.575201519854,A
leaf_1950,149.569022324596,C
leaf_1951,149.515378128446,A
leaf_1952,149.487891627116,B
leaf_1953,149.463040766298,A
leaf_1954,149.448540099068,C
leaf_1955,149.40965944888,C
leaf_1956,149.364205669893,C
leaf_1957,149.359503183677,C
leaf_1958,149.286082465162,A
leaf_1959,149.269592665145,C
leaf_1960,149.239865835995,A
leaf_1961,149.150514758637,B
leaf_1962,149.102791551517,A
leaf_1963,149.028914994899,A
leaf_1964,148.903646809921,B
leaf_1965,148.879376089726,B
leaf_1966,148.845699199677,A
leaf_1967,148.762279403857,A
leaf_1968,148.692215355952,B
leaf_1969,148.492365380965,C
leaf_1970,148.403191709388,A
leaf_1971,148.36830094387,C
leaf_1972,148.339651316775,A
leaf_1973,148.18180379101,A
leaf_1974,148.136462568712,B
leaf_1975,148.088602839413,C
leaf_1976,148.054511779101,A
leaf_1977,148.025758774032,C
leaf_1978,148.020975697212,B
leaf_1979,147.998639950624,A
leaf_1980,147.984747980899,C
leaf_1981,147.979296269998,C
leaf_1982,147.959192213457,A
leaf_1983,147.932082315884,A
leaf_1984,147.929865442269,B
leaf_1985,147.921419119898,C
leaf_1986,147.854939444392,A
leaf_1987,147.846227790844,C
leaf_1988,147.712483689415,A
leaf_1989,147.665879611916,B
leaf_1990,147.636961838502,A
leaf_1991,147.615157305293,C
leaf_1992,147.59903619906,A
leaf_1993,147.563531697984,A
leaf_1994,147.561792655771,C
leaf_1995,147.547736947948,B
leaf_1996,147.480392325505,B
leaf_1997,147.464205935249,A
leaf_1998,147.462246744883,A
leaf_1999,147.419302795703,C
leaf_2000,147.397027470591,C
leaf_2001,147.387248134804,A
leaf_2002,147.343954564855,A
leaf_2003,147.342350656607,C
leaf_2004,147.331722519341,A
leaf_2005,147.181764428168,A
leaf_2006,147.163348440685,C
leaf_2007,147.111549237248,C
leaf_2008,147.010353349044,C
leaf_2009,146.880864478786,A
leaf_2010,146.779267480808,C
leaf_2011,146.768619810941,A
leaf_2012,146.754738469971,C
leaf_2013,146.646817678985,A
leaf_2014,146.640077220922,C
leaf_2015,146.605882088806,A
leaf_2016,146.544211015176,C
leaf_2017,146.457849791869,A
leaf_2018,146.285797041924,A
leaf_2019,146.210571677233,A
leaf_2020,146.210239308088,A
leaf_2021,146.060121174554,C
leaf_2022,145.873222333555,A
leaf_2023,145.866491985825,C
leaf_2024,145.814940587756,A
leaf_2025,145.802469028046,A
leaf_2026,145.74913588927,C
leaf_2027,145.746641543872,A
leaf_2028,145.706313077087,A
leaf_2029,145.598721221409,A
leaf_2030,145.545111706343,B
leaf_2031,145.543805517954,A
leaf_2032,145.533771416778,C
leaf_2033,145.517031693004,A
leaf_2034,145.483073591234,C
leaf_2035,145.481836065286,B
leaf_2036,145.472862299189,B
leaf_2037,145.421174842822,B
leaf_2038,145.409822802764,B
leaf_2039,145.360716371236,C
leaf_2040,145.242630072132,A
leaf_2041,145.239027966309,C
leaf_2042,145.211296532169,C
leaf_2043,145.203853804061,C
leaf_2044,145.200103391423,C
leaf_2045,145.184451311218,B
leaf_2046,145.176949279773,C
leaf_2047,145.143516635727,C
leaf_2048,145.078023681793,A
leaf_2049,145.025263966459,A
leaf_2050,145.02000911827,C
leaf_2051,144.942123879895,C
leaf_2052,144.902172458465,B
leaf_2053,144.860382643066,A
leaf_2054,144.835236273942,A
leaf_2055,144.778712371671,C
leaf_2056,144.757703211814,C
leaf_2057,144.753697155857,B
leaf_2058,144.743862179623,B
leaf_2059,144.685152805255,A
leaf_2060,144.665460359067,C
leaf_2061,144.643544304686,B
leaf_2062,144.489632343533,C
leaf_2063,144.432864254609,C
leaf_2064,144.393688154395,C
leaf_2065,144.385406618148,C
leaf_2066,144.384204613533,A
leaf_2067,144.365297430102,A
leaf_2068,144.362019951748,B
leaf_2069,144.356507421548,C
leaf_2070,144.271974544148,A
leaf_2071,144.20352820428,B
leaf_2072,144.086360310118,C
leaf_2073,143.999015838386,A
leaf_2074,143.992021071154,A
leaf_2075,143.965824927193,A
leaf_2076,143.961306510719,A
leaf_2077,143.940773495437,A
leaf_2078,143.929073721755,A
leaf_2079,143.855886009062,C
leaf_2080,143.805024847792,C
leaf_2081,143.721003798641,B
leaf_2082,143.713434201975,A
leaf_2083,143.615623551237,A
leaf_2084,143.536386375788,C
leaf_2085,143.52441405416,A
leaf_2086,143.495397684539,C
leaf_2087,143.43845407761,A
leaf_2088,143.42028881972,B
leaf_2089,143.419403923803,B
leaf_2090,143.249187808235,B
leaf_2091,143.172915738782,A
leaf_2092,143.166966192658,C
leaf_2093,143.02670840401,A
leaf_2094,142.890132481552,A
leaf_2095,142.820958196327,C
leaf_2096,142.804822614026,B
leaf_2097,142.699855684046,C
leaf_2098,142.670109024627,C
leaf_2099,142.657059696104,B
leaf_2100,142.631224608411,A
leaf_2101,142.625083906391,B
leaf_2102,142.570347167562,B
leaf_2103,142.559681130705,A
leaf_2104,142.531102176377,C
leaf_2105,142.491407392073,B
leaf_2106,142.486422039293,B
leaf_2107,142.447413396132,A
leaf_2108,142.434948887801,A
leaf_2109,142.389664801387,C
leaf_2110,142.340269385198,A
leaf_2111,142.319269864715,C
leaf_2112,142.301729547246,A
leaf_2113,142.256080539867,B
leaf_2114,142.13924252275,C
leaf_2115,142.105553999322,C
leaf_2116,141.882970807006,C
leaf_2117,141.867556484458,C
leaf_2118,141.855854588963,C
leaf_2119,141.561779880791,A
leaf_2120,141.538835115249,C
leaf_2121,141.406016782607,B
leaf_2122,141.281726630568,B
leaf_2123,141.278967343595,A
leaf_2124,141.193358876411,C
leaf_2125,141.109926635034,C
leaf_2126,141.108459575643,B
leaf_2127,141.05169500647,C
leaf_2128,141.016701672925,C
leaf_2129,140.875341128291,B
leaf_2130,140.816133687524,A
leaf_2131,140.774076001744,C
leaf_2132,140.717301866543,C
leaf_2133,140.690611015397,C
leaf_2134,140.657847068748,A
leaf_2135,140.641952774949,C
leaf_2136,140.577404581827,C
leaf_2137,140.465464262583,B
leaf_2138,140.328098979697,C
leaf_2139,140.228721963504,A
leaf_2140,140.173718229639,A
leaf_2141,140.147752191713,C
leaf_2142,140.131046144527,C
leaf_2143,140.001168364577,C
leaf_2144,139.96890427979,C
leaf_2145,139.952246057071,B
leaf_2146,139.936114210399,B
leaf_2147,139.841476464061,A
leaf_2148,139.789897975135,C
leaf_2149,139.759839077867,C
leaf_2150,139.672412405322,C
leaf_2151,139.666877191217,C
leaf_2152,139.625249985445,C
leaf_2153,139.521690587942,A
leaf_2154,139.475645225243,A
leaf_2155,139.449425639091,C
leaf_2156,139.427350618893,C
leaf_2157,139.36881767889,A
leaf_2158,139.356178410108,C
leaf_2159,139.352167128885,C
leaf_2160,139.344234248145,B
leaf_2161,139.303233745113,B
leaf_2162,139.253791111036,B
leaf_2163,139.156829163495,A
leaf_2164,139.139636838744,B
leaf_2165,139.126375596102,C
leaf_2166,138.960555517062,C
leaf_2167,138.913799931222,A
leaf_2168,138.78602982054,A
leaf_2169,138.751386243861,A
leaf_2170,138.575482067382,C
leaf_2171,138.539678539715,A
leaf_2172,138.344485903436,C
leaf_2173,138.343472672518,C
leaf_2174,138.301317130041,B
leaf_2175,138.275677517143,B
leaf_2176,138.275309782697,A
leaf_2177,138.236755867432,C
leaf_2178,138.211950719364,A
leaf_2179,138.066147879865,C
leaf_2180,138.055880394685,A
leaf_2181,137.933017929574,C
leaf_2182,137.924900031261,C
leaf_2183,137.855261007636,C
leaf_2184,137.78560587099,C
leaf_2185,137.682721514948,A
leaf_2186,137.66868833599,A
leaf_2187,137.645870073971,A
leaf_2188,137.538008087815,A
leaf_2189,137.49338892126,A
leaf_2190,137.270305197399,C
leaf_2191,137.254683504706,A
leaf_2192,137.198080830591,C
leaf_2193,137.161254137581,A
leaf_2194,137.131469998741,A
leaf_2195,136.921998723082,A
leaf_2196,136.772335925295,A
leaf_2197,136.70991818876,C
leaf_2198,136.704364851888,C
leaf_2199,136.65746572229,C
leaf_2200,136.609841967326,C
leaf_2201,136.563808811264,A
leaf_2202,136.293374944597,C
leaf_2203,136.202674558615,B
leaf_2204,136.143958852613,A
leaf_2205,135.95280064331,A
leaf_2206,135.906611399599,A
leaf_2207,135.890855044981,C
leaf_2208,135.861885919522,C
leaf_2209,135.740797064153,C
leaf_2210,135.725168908632,A
leaf_2211,135.576774649445,C
leaf_2212,135.555237029149,A
leaf_2213,135.479581251421,A
leaf_2214,135.467679509365,C
leaf_2215,135.31094674687,C
leaf_2216,135.28727774619,C
leaf_2217,135.075058604374,A
leaf_2218,135.005690949324,C
leaf_2219,134.977985948396,A
leaf_2220,134.915032447103,C
leaf_2221,134.910741941566,C
leaf_2222,134.83787111783,C
leaf_2223,134.709175042632,A
leaf_2224,134.592338998014,A
leaf_2225,134.51602636013,A
leaf_2226,134.425420835908,A
leaf_2227,134.412064597283,C
leaf_2228,134.221518341345,C
leaf_2229,134.193884304435,A
leaf_2230,133.995348200307,C
leaf_2231,133.947070205762,B
leaf_2232,133.936749143257,B
leaf_2233,133.923689691653,A
leaf_2234,133.829247632501,A
leaf_2235,133.712070159563,A
leaf_2236,133.687920199555,B
leaf_2237,133.59126274976,C
leaf_2238,133.516910141406,A
leaf_2239,133.270415030246,A
leaf_2240,133.267171142721,C
leaf_2241,133.241028873496,A
leaf_2242,133.208508398396,B
leaf_2243,132.993583466088,A
leaf_2244,132.934189069495,A
leaf_2245,132.837049034099,B
leaf_2246,132.833985157555,B
leaf_2247,132.759459414823,A
leaf_2248,132.673822153231,A
leaf_2249,132.671829425137,C
leaf_2250,132.669437804795,A
leaf_2251,132.646434858021,B
leaf_2252,132.611320313212,C
leaf_2253,132.520910256734,B
leaf_2254,132.47351083602,A
leaf_2255,132.430187759023,B
leaf_2256,132.409538147062,C
leaf_2257,132.360813054341,C
leaf_2258,132.346982527626,A
leaf_2259,132.346384698134,C
leaf_2260,132.221833050296,C
leaf_2261,132.03758848007,A
leaf_2262,132.034902015475,A
leaf_2263,131.831082022064,C
leaf_2264,131.808989980568,C
leaf_2265,131.462683045761,C
leaf_2266,131.404604914612,A
leaf_2267,131.367478075828,B
leaf_2268,131.060860596621,C
leaf_2269,130.955430303058,C
leaf_2270,130.94929278769,A
leaf_2271,130.59777046554,C
leaf_2272,130.596491453529,A
leaf_2273,130.48061887273,A
leaf_2274,130.479452938489,A
leaf_2275,130.413029711699,A
leaf_2276,130.369470887653,C
leaf_2277,130.359889374031,B
leaf_2278,130.355200462115,A
leaf_2279,130.354521589455,A
leaf_2280,130.348705282712,C
leaf_2281,130.206752050515,C
leaf_2282,130.180255480614,B
leaf_2283,130.136806445215,C
leaf_2284,129.990830045475,C
leaf_2285,129.896845373663,B
leaf_2286,129.748921079468,C
leaf_2287,129.430034942568,C
leaf_2288,129.324106711877,C
leaf_2289,129.252602611529,B
leaf_2290,129.246497795479,C
leaf_2291,129.119525682604,B
leaf_2292,129.038073234809,A
leaf_2293,128.983105564965,C
leaf_2294,128.82611379685,A
leaf_2295,128.77346494969,A
leaf_2296,128.742908701977,A
leaf_2297,128.598965871368,B
leaf_2298,128.581457121178,C
leaf_2299,128.527196569392,C
leaf_2300,128.442296846088,C
leaf_2301,128.350680280102,A
leaf_2302,128.10415659883,A
leaf_2303,127.840014009402,A
leaf_2304,127.542670993321,A
leaf_2305,127.237025712684,C
leaf_2306,127.018544894204,A
leaf_2307,126.812576423684,A
leaf_2308,126.677718326732,A
leaf_2309,126.642599307762,A
leaf_2310,126.346246169395,C
leaf_2311,125.990404300623,C
leaf_2312,125.972155772893,B
leaf_2313,125.756835093823,A
leaf_2314,125.617250712147,B
leaf_2315,125.6038657376,A
leaf_2316,125.455410656305,A
leaf_2317,125.203822250597,C
leaf_2318,125.116740725606,A
leaf_2319,125.095527290284,A
leaf_2320,125.057844666957,C
leaf_2321,125.04714373782,C
leaf_2322,124.917443823713,A
leaf_2323,124.493915277724,C
leaf_2324,124.493690014747,C
leaf_2325,124.480068420334,A
leaf_2326,124.435525319123,C
leaf_2327,124.23564272743,C
leaf_2328,124.109686547262,C
leaf_2329,124.030508873806,C
leaf_2330,123.602842160214,A
leaf_2331,123.586890501585,A
leaf_2332,123.118332153202,A
leaf_2333,122.924311533905,A
leaf_2334,122.691584413797,A
leaf_2335,122.667805175269,A
leaf_2336,122.105865615936,C
leaf_2337,121.87800866692,A
leaf_2338,121.633782847371,C
leaf_2339,121.324793814142,C
leaf_2340,121.24884940619,C
leaf_2341,121.14521605782,A
leaf_2342,121.016218420199,C
leaf_2343,120.871685447977,B
leaf_2344,120.782523377118,A
leaf_2345,120.296246515937,A
leaf_2346,120.141679250897,C
leaf_2347,120.127778022627,C
leaf_2348,120.056252156458,A
leaf_2349,119.9442547863,C
leaf_2350,119.768484527595,B
leaf_2351,119.752410620342,C
leaf_2352,119.564374893229,A
leaf_2353,119.370890616691,B
leaf_2354,119.291966396242,B
leaf_2355,118.898004559609,C
leaf_2356,118.709939410635,C
leaf_2357,118.315146232339,C
leaf_2358,118.112589325323,C
leaf_2359,118.024161588848,A
leaf_2360,117.886549320338,C
leaf_2361,117.611468958481,C
leaf_2362,117.553531397504,B
leaf_2363,116.851928306575,C
leaf_2364,116.812679287685,C
leaf_2365,116.733763792188,A
leaf_2366,116.508551508161,A
leaf_2367,116.468502566864,A
leaf_2368,116.257564280014,C
leaf_2369,116.23911502328,C
leaf_2370,116.048828701454,C
leaf_2371,115.809120597567,C
leaf_2372,115.48802569556,A
leaf_2373,115.344914481715,A
leaf_2374,115.002750712588,A
leaf_2375,114.745899645903,B
leaf_2376,113.701745963929,C
leaf_2377,112.303691323315,C
leaf_2378,111.729487473893,B
leaf_2379,111.274405532592,C
leaf_2380,110.400625066715,A
leaf_2381,109.066518729399,A
leaf_2382,108.926484825494,C
leaf_2383,108.84756151809,C
leaf_2384,108.477407234047,A
leaf_2385,108.046100543416,C
leaf_2386,107.9513433328,B
leaf_2387,104.432620229969,C
leaf_2388,104.367326796487,A
leaf_2389,104.016611493524,C
leaf_2390,103.408795571872,C
leaf_2391,103.374434432832,B
leaf_2392,103.035739263296,C
leaf_2393,102.27200699367,A
leaf_2394,101.99946953095,A
leaf_2395,101.988639165056,A
leaf_2396,101.942035339322,C
leaf_2397,101.92039675014,C
leaf_2398,101.899982523985,C
leaf_2399,100.275517911805,A
leaf_2400,98.24848558446,A
leaf_2401,98.1771470062765,C
leaf_2402,98.0454020927591,C
leaf_2403,97.9433102986307,A
leaf_2404,97.1727486095544,A
leaf_2405,94.5421868502865,C
leaf_2406,92.5880365706636,A
leaf_2407,91.7362613473151,A
leaf_2408,91.6400392995609,B
leaf_2409,90.9586702207459,A
leaf_2410,90.4570920264152,B
leaf_2411,90.0817462239056,A
leaf_2412,89.4211626276647,C
leaf_2413,88.9551678190154,C
leaf_2414,84.8250213580146,C
leaf_2415,84.3723545207075,B
leaf_2416,82.3515891587189,A
leaf_2417,81.8292182814827,C
leaf_2418,79.5554847865851,C
leaf_2419,77.6258618280864,C
leaf_2420,76.4403714226366,C
leaf_2421,76.3326643286325,C
leaf_2422,74.7897049067482,A
leaf_2423,74.2745979669547,B
leaf_2424,73.015320552676,C
leaf_2425,68.3556511970855,A
leaf_2426,64.0811073657455,C
leaf_2427,63.336105613947,C
leaf_2428,49.6006742139662,C
leaf_2429,46.11221196077,C
leaf_2430,41.2192415452777,C
leaf_2431,37.2694218437592,C
leaf_2432,34.8338900750592,C
leaf_2433,34.2352383031911,C
